productId,description
2381,Made from potassium chloride.
2384,"2,5-Hexanedione."
2385,Suitable for direct determination or with KF oven at 220 C.
2387,Contains:  Bromocresol Green and Methyl Red (green endpoint).
2388,Ethanal.
2391,Benzenemethanol.
2393,2-Methyl-2-propanol.
2394,Trichloromethane.
2395,"2',7'-Dichloro-3,6-fluorandiol."
2396,Furfural; 2-Furaldehyde.
2397,Aminoacetic Acid.
2398,"Gold Chloride; Tetrachloroauric (III) Acid, Trihydrate."
2400,Suitable for use in Wijs Solution.
2404,n-Octyl Alcohol; Suitable for use in determining  TSCA partition coefficients.
2405,Iron and copper free.
2406,"AA, colorimetric or volumetric standard."
2409,"1,2-Benzenedicarboxylic Acid."
2410,Mixture of potassium pyrosulfate and potassium hydrogen sulfate.
2411,Propanoic Acid.
2412,Sodium Methylate.
2413,SKU 88304 is a GFS Express item with guaranteed same or next day shipping or the freight is free.
2414,For iodometry. Potato starch.
2416,4-Methylbenzenesulfonic Acid Monohydrate.
2418,CDTA.
2421,For organic oxidations.
2424,Osmic Acid.  Packaged in ampules.
2426,Pt 46%.
2427,"Pieces (about 1"" cubes), packed under argon."
2429,Tin (II) Chloride.
2433,99% Crystals.
2436,Mixed phosphate buffer. Approximate tetrabutylammonium ion concentration 0.5 M.
2447,Oxidimetric standard. Frequent restandardization recommended.  0.0087 mol/L.
2448,Stabilized.
2449,20 wt % in water.
2452,Tetrafluoroboric Acid.
2454,Typically 60-200 mesh.
2457,N-[p-Methoxyphenyl]-p-phenylenediamine hydrochloride.
2458,"2',4',5',7'-Tetrabromofluorescein, Disodium Salt."
2475,0.05 mol/L.
2478,Meets all American Chemical Society specifications except for assay.
2483,SKU 50444 is a GFS Express item with guaranteed same or next day shipping or the freight is free.  Also meets ACS Specifications.
2484,Methylene chloride. Also meets ACS Specifications.
2488,Meets ACS UV Spectrophotometry Specifications.
2489,SKU 46134 is a GFS Express item with guaranteed same or next day shipping or the freight is free.Meets ACS Specifications for Ultraviolet Spectrophotometry.
2490,MTBE. Also meets ACS Specifications.
2492,Also meets ACS Specifications. Contains no stabilizer.
2494,(Isooctane).  Also meets ACS UV grade specifications.
2495,Also meets ACS specifications.
2497,Mixture of hexane isomers plus methylcyclopentane.
2511,"1,3-Dioxolan-2-one; Glycol Carbonate."
2512,Oxidation-reduction indicator.
2513,Meets ACS Specifications.
2525,Complex mixture of Tetramethylammonium hydroxide and silica in a 1:2 ratio.
2528,1 mol/L.
2530,Neopentyl Chloride.
2532,Neopentyl iodide. Stabilized with copper.
2533,Lithium triflate.
2537,Preserved with Salicylic Acid.
2542,Trace metal/ICP grade packed in plastic resin bottles to eliminate common metals leached from glass.
2546,0.0333 mol/L.
2549,"The 500 ml kit contains 2 x 500 ml of each pH 4 red (GFS 1634), pH 7 yellow (GFS 1639) and pH 10 blue (GFS 1645).  The 4 L kit contains 1 x 4 L of each of the above items.  SKU 18331 is a GFS Express item with guaranteed same or next day shipping or the freight is free."
2555,Methyl Paraben.
2559,Not on the TSCA inventory.
2562,Organic soluble pH indicator.
2582,Reagent for the spectrophotometric determination of iron and copper. Approximately 7% water.
2583,Metals analysis reported on certificate in ppm.
2584,Metals analysis reported on certificate in ppm.
2585,Metals analysis reported on certificate in ppm.
2586,Metals analysis reported on certificate in ppm.  SKU 43498 is a GFS Express item with guaranteed same or next day shipping or the freight is free.
2587,Metals analysis reported on certificate in ppm. Packaged in glass and PVC bottles.
2588,Metals analysis reported on certificate in ppm.
2590,Item is guaranteed to trace metal specifications. Packed in HDPE bottles to minimize boron and silicon contamination.
2591,Similar to redistilled grade with guaranteed trace metal specifications. Packed in PPQ bottles to minimize boron and silicon contamination.
2597,n-butyl bromide.
2611,"Flow rate 800, clarity 965."
2612,"Flow rate 2500, clarity 940."
2613,"Flow rate 3000, clarity 936."
2614,"Flow rate 5500, clarity 927."
2616,Acid washed.
2618,Chromatographic Grade.
2619,Chromatographic Grade.
2620,Chromatographic Grade.
2622,Contains <2% cobalt chloride.
2624,Contains <2% cobalt chloride.
2626,Contains <2% cobalt chloride.
2628,Contains <2% cobalt chloride.
2637,Surface area 1500 m2/g; pore volume 1.5 cc/g.
2642,Strongly acidic gel-type resin with sulfonic acid functionality. Total capacity 1.9 meq/ml.
2644,Weakly basic gel-type resin with tertiary amine functionality. Total capacity 1.6 meq/ml.
2645,Strongly basic gel-type resin with quaternary ammonium functionality.
2647,"Strongly basic, macroreticular resin of moderately high porosity with benzyltrialkylammonium functionality. Useful in decolorizing and removal of organic materials."
2652,"Strongly acidic, macroreticular, with sulfonic acid functionality, suitable for non-aqueous catalyst."
2653,"Strongly acidic, macroreticular, with sulfonic acid functionality, suitable for non-aqueous catalyst."
2654,"Weakly basic, macroreticular, alkyl amine functionality."
2655,Sodium hydroxide coated silica.
2657,Polyoxyethylene(10) isooctylphenyl ether. n in formula is about 10.
2666,Type I strong base anion exchange resin with 2% cross-linking; chloride ion form; 200-400 mesh.
2668,Type I strong base anion exchange resin with 4% cross-linking; chloride ion form; 50-100 mesh.
2671,Type I strong base anion exchange resin with 8% cross-linking; chloride ion form; 50-100 mesh.
2673,Type I strong base anion exchange resin with 8% cross-linking; chloride ion form; 200-400 mesh.
2680,Strong acid cation exchange resin with 2% cross-linking; hydrogen ion form; 100-200 mesh.
2683,Strong acid cation exchange resin with 4% cross-linking; hydrogen ion form; 100-200 mesh.
2685,8% Cross-linking; 16-40 mesh; strongly acidic.
2686,Strong acid cation exchange resin with 8% cross-linking; hydrogen ion form; 50-100 mesh.
2687,Strong acid cation exchange resin with 8% cross-linking; hydrogen ion form; 100-200 mesh.
2688,Strong acid cation exchange resin with 8% cross-linking; hydrogen ion form; 200-400 mesh.
2692,TPP. Contains 1-3% of the corresponding chlorine.
2699,Suitable as adsorbent in gas chromatography. Magnesium Silicate Activated at 650 C.
2700,Suitable as adsorbent in gas chromatography. Magnesium Silicate Activated at 650 C.
2701,Suitable as adsorbent in gas chromatography. Magnesium Silicate Activated at 650 C.
2702,Suitable as adsorbent in gas chromatography. Magnesium Silicate Activated at 650 C.
2703,Suitable as adsorbent in gas chromatography. Magnesium Silicate Activated at 650 C.
2717,Tributylmethylammonium chloride solution in water.
2727,"1,2-Dihydroxybenzene."
2732,2-Pyridinecarbonitrile.
2745,Diacetone alcohol
2747,"Indole-2,3-dione."
2751,Acetylacetone.
2754,Diphenyl ether.
2716,2-Hydroxybenzaldehyde.
2770,Tosyl chloride.
2780,For chromatographic applications.
2782,For dehydration where fine particle size and moisture indication is required.  5% blue indicating gel.
2787,Blue indicating desiccant.  impregnated with Cobalt Chloride to act as moisture indicator.
2788,Intermediate density adsorbent.
2789,"Large pore diameter, intermediate density, also suitable as catalyst support."
2791,Not on the TSCA inventory.
2792,Granular desiccant.
2794,For Chromatographic applications.
2796,White quartz.
2802,"Irregular, chromatographic grade. 60 angstrom pore size, -400 mesh (15-35 micron) particle size."
2803,"Irregular, chromatographic grade. 60 angstrom pore size, 230-350 mesh (40-63 micron) particle size."
2813,"Irregular, chromatographic grade. 150 angstrom pore size, 120-230 mesh (60-120 micron) particle size 300 m2/g surface area."
2828,"Irregular, chromatographic grade. 60 angstrom pore size, standard particle size distribution of 70-230 mesh (63-210 micron). Surface area 500 m2/g.   M-N # 815330."
2832,"Unmodified, spherical silica.  50 angstrom pore size, 10 micron particle size."
2848,"Unmodified, spherical silica.  1000 angstrom pore size, 7 micron particle size."
2852,"Unmodified, spherical silica.  4000 angstrom pore size, 10 micron particle size."
2893,Adsorbent for low pressure column chromatography.
2895,Adsorbent for low pressure column chromatography.
2896,Adsorbent for low pressure column chromatography.
2902,White to green blue powder.
2909,Ammonium Hexanitrato Cerate.
2910,Working temperature up to 105 C.
2926,1-Nitro-2-pentyloxybenzene.  Used in chemical sensing.
2933,Not on the TSCA inventory.
2935,4-Ethynylacetophenone. Not on the TSCA inventory.
2936,Readily loses water in air.
2939,Isopropyl bromide.
2961,2-Methylbutane.
2968,"Box of 100 sticks, 6 x 85 mm with color scale. Graduated in half units from pH 4.5 - 10.0."
2972,Assay approximately 98% by mass balance.
2978,"For volumetric analysis. To be used with KF Titrants 1600, 1601. For determination of water in oils or other non-polar compounds."
2984,"Some solids may be present, which will redissolve upon heating to 40 C in a water bath."
2991,"For volumetric analysis. To be used with stable titrant 1602-1604, 1970 or 1616. For determination of water in oils or other non-polar compounds."
2992,Hexylene glycol.
3011,Not on the TSCA inventory.
3012,Not on the TSCA inventory.
3013,Not on the TSCA inventory.
3015,Not on the TSCA inventory.
3019,Requires refrigeration. Not on the TSCA inventory.
3020,Not on the TSCA inventory.
3024,Not on the TSCA inventory.
3028,Not on the TSCA inventory.
3030,Requires refrigeration. Crotonylene.
3032,TETROLIC ACID.
3033,Not on the TSCA inventory.
3037,Requires refrigeration. Not on the TSCA inventory.
3038,Requires refrigeration. Not on the TSCA inventory.
3040,"Light sensitive, protect from light."
3045,Not on the TSCA inventory.
3046,Not on the TSCA inventory.
3052,Not on the TSCA inventory.
3053,Requires refrigeration.
3055,Not on the TSCA inventory.
3056,Not on the TSCA inventory.
3057,Not on the TSCA inventory.
3066,Not on the TSCA inventory.
3067,Bromocyclopentane.
3068,Not on the TSCA inventory.
3069,Requires refrigeration. Not on the TSCA inventory.
3073,Not on the TSCA inventory.
3076,Not on the TSCA inventory.
3077,Not on the TSCA inventory.
3078,Not on the TSCA inventory.
3079,Not on the TSCA inventory.
3082,Not on the TSCA inventory.
3087,Not on the TSCA inventory.
3093,Not on the TSCA inventory.
3094,Not on the TSCA inventory.
3096,Not on the TSCA inventory.
3097,Not on the TSCA inventory. Bulk volumes packaged in cylinders. Cylinder charges will be added to all bulk orders.
3100,Requires refrigeration. Not on the TSCA inventory.
3101,Not on the TSCA inventory.
3105,Not on the TSCA inventory.
3106,Not on the TSCA inventory.
3109,Not on the TSCA inventory.
3110,Not on the TSCA inventory.
3113,Requires refrigeration. Not on the TSCA inventory.
3115,Requires refrigeration. Not on the TSCA inventory.
3117,Not on the TSCA inventory.
3122,Not on the TSCA inventory.
3125,Not on the TSCA inventory.
3128,"Racemic mixture of 2R,3R and 2S,3S forms."
3132,Not on the TSCA inventory.
3134,WARNING: Reported to undergo explosive decomposition if heated above its boiling point to 100 C. Requires refrigeration. Not on the TSCA inventory.
3136,Not on the TSCA inventory.
3139,Not on the TSCA inventory.
3140,Not on the TSCA inventory.
3141,Not on the TSCA inventory.
3144,Not on the TSCA inventory.
3146,Not on the TSCA inventory.
3150,Not on the TSCA inventory.
3151,Inhibited with 0.01% hydroquinone. Not on the TSCA inventory.
3152,Not on the TSCA inventory.
3155,Requires refrigeration. Not on the TSCA inventory.
3161,Not on the TSCA inventory.
3163,Not on the TSCA inventory.
3165,Not on the TSCA inventory.
3166,Not on the TSCA inventory.
3167,Not on the TSCA inventory.
3168,Not on the TSCA inventory.
3169,Not on the TSCA inventory.
3170,Not on the TSCA inventory.
3171,Not on the TSCA inventory.
3173,Tetradecylacetylene.
3178,Not on the TSCA inventory.
3180,Not on the TSCA inventory.
3187,Not on TSCA inventory.
3194,Not on the TSCA inventory.
3195,Not on the TSCA inventory.
3196,Not on the TSCA inventory.
3197,Not on the TSCA inventory.
3199,Not on the TSCA inventory.
3202,Not on the TSCA inventory.
3203,Requires refrigeration. Not on the TSCA inventory.1-Butynyl Methyl Ketone.
3204,Not on the TSCA inventory.
3205,Requires refrigeration. Not on the TSCA inventory.
3208,Not on the TSCA inventory.
3209,Not on the TSCA inventory.
3211,Not on the TSCA inventory.
3212,Not on the TSCA inventory.
3214,Preserved with BHT.  Product requires refrigeration. Not on the TSCA inventory.
3215,Not on the TSCA inventory.
3216,Not on the TSCA inventory.
3217,Not on the TSCA inventory.
3218,Requires refrigeration. Not on the TSCA inventory.
3223,Not on the TSCA inventory.
3226,Not on the TSCA inventory.
3228,Not on the TSCA inventory.
3229,Requires refrigeration. Not on the TSCA inventory.
3232,Not on the TSCA inventory.
3233,Not on the TSCA inventory.
3237,Not on the TSCA inventory.
3239,Not on the TSCA inventory.
3240,Not on the TSCA inventory.
3242,Not on the TSCA inventory.
3243,Not on the TSCA inventory.
3245,Requires refrigeration. Not on the TSCA inventory.
3246,Requires refrigeration. Not on the TSCA inventory.
3249,Requires refrigeration. Not on the TSCA inventory.
3253,Not on the TSCA inventory.
3254,Not on the TSCA inventory.
3255,Not on the TSCA inventory.
3257,Not on the TSCA inventory.
3259,Not on the TSCA inventory.
3261,Not on the TSCA inventory.
3265,Stabilized with BHT.
3269,Not on the TSCA inventory.
3271,Not on the TSCA inventory.
3272,Not on the TSCA inventory.
3276,Not on the TSCA inventory.
3277,Not on the TSCA inventory.
3278,Not on the TSCA inventory.
3279,Light sensitive.
3280,Not on the TSCA inventory.
3281,Not on the TSCA inventory.
3283,Not on the TSCA inventory.
3284,Not on the TSCA inventory.
3285,Not on the TSCA inventory.
3286,Not on the TSCA inventory.
3287,Not on the TSCA inventory. Low melting solid.  Avoid storage in glass to avoid potential breakage.
3288,Not on the TSCA inventory.
3289,Not on the TSCA inventory.
3294,Lachrymator. Requires refrigeration. Stabilized with Hydroquinone.
3295,2-Propyn-1-ol.  Refrigerate.
3296,"Requires refrigeration; Not on the TSCA Inventory. 3,3-Diethoxy-1-Propyne. Stabilized with Potassium carbonate. Any haze in liquid due to Potassium carbonate."
3299,Not on the TSCA inventory.
3303,Not on the TSCA inventory.
3305,Cylinder deposit. Cylinder pressure 60 psi @ 21 C. Stabilized with BHT & Hydroquinone.
3309,Not on the TSCA inventory.
3311,Requires refrigeration.
3312,Not on the TSCA inventory.
3316,Light sensitive. Not on the TSCA inventory.
3325,Not on the TSCA inventory.
3326,Not on the TSCA inventory.
3328,Not on the TSCA inventory.
3331,Perfluoroacetic acid.
3333,Triflic acid.
3337,Not on the TSCA inventory.
3342,Not on the TSCA inventory.
3344,Not on the TSCA inventory.
3345,Not on the TSCA inventory.
3347,Not on the TSCA inventory.
3348,Requires refrigeration. Not on the TSCA inventory. May exist as a liquid or solid depending on purity.
3349,Not on the TSCA inventory.
3353,Not on the TSCA inventory.
3356,Requires refrigeration. NOT on the TSCA inventory.
3357,Not on the TSCA inventory.
3364,Not on the TSCA inventory.
3368,Not on the TSCA inventory.
3369,Not on the TSCA inventory.
3373,Requires refrigeration. Not on the TSCA inventory.
3379,Not on the TSCA inventory.
3380,Trimethylchlorosilane.
3381,(omega)-Undecylenyl Alcohol.
3382,Average molecular weight about 300.
3385,Requires refrigeration. Not on the TSCA inventory.
3386,Not on the TSCA inventory.
3388,Not on the TSCA inventory.
3389,"Stablized with BHT, approximately 10 ppm stabilizer."
3390,Not on the TSCA inventory.
3391,Not on the TSCA inventory.
3395,"1,1-Dimethylpropargylamine."
3397,Not on the TSCA inventory.
3398,Not on the TSCA inventory.
3399,Refrigeration required. Not on the TSCA inventory.
3400,Not on the TSCA inventory.
3404,"cis-2-OCTENE, 96%"
3405,Not on the TSCA inventory.
3406,Not on the TSCA inventory.
3409,"Light sensitive, protect from light. Not on the TSCA inventory."
3410,Not on the TSCA inventory.
3417,Not on the TSCA inventory.
3420,Refrigerate and store under inert gas. Not on the TSCA inventory.
3421,Not on the TSCA inventory.
3422,Not on the TSCA inventory.
3424,Not on the TSCA inventory.
3426,Not on the TSCA inventory
3433,Not on the TSCA inventory.
3434,Not on the TSCA inventory.
3437,Not on the TSCA inventory.
3441,Not on the TSCA inventory.
3442,Not on the TSCA inventory.
3446,Not on the TSCA inventory.
3447,Not on the TSCA inventory.
3448,Not on the TSCA inventory.
3452,Not on the TSCA inventory.
3456,Not on the TSCA inventory.
3457,Not on the TSCA inventory.
3461,Not on the TSCA inventory.   This material is a solid when <26C so it may require heating to transfer material.
3463,On the TSCA inventory.
3464,Not on the TSCA inventory.
3465,"1H-Benzotriazole, 1,2,3-Benzotriazole."
3467,Not on the TSCA inventory.
3469,Not on the TSCA inventory.
3471,Nominally 60-200 mesh powder.
3472,"Not on the TSCA Inventory, for R&D purposes only."
3476,Enanthic acid.
3477,Not on the TSCA inventory. Hydrate is approximately 3.
3478,Not on the TSCA inventory. hydrate is approximately 3.
3480,Not on the TSCA inventory.
3483,Stabilized with copper.
3484,Not on the TSCA inventory.
3485,Not on the TSCA inventory. For R&D use only.
3490,Not on the TSCA inventory.
3493,For checking calibration of coulometric KF equipment.
3494,Sodium carbonate-hydrogen peroxide adduct.
3495,"1,4-bis(2,3-epoxypropoxy)butane."
3497,Not on the TSCA inventory.
3498,Not on the TSCA inventory. X hydrate is approximately 3.
3499,"Average molecular weight about 4,000."
3501,Average molecular weight about 200.
3502,Average molecular weight about 400.
3503,Average molecular weight about 600.
3505,Average molecular weight about 1000.
3506,"Average molecular weight about 1,500."
3507,"Average molecular weight about 2,000."
3508,"Average molecular weight about 3,400."
3509,"Average molecular weight about 4,600."
3510,"Average molecular weight about 8,000."
3511,"Average molecular weight about 10,000."
3514,0.0141 mol/L.  1 ml = 0.5 mg Cl.
3516,Mixture of cis and trans isomers.
3519,Not on the TSCA inventory.
3520,Not on the TSCA inventory.
3524,Not on the TSCA inventory.
3526,Not on the TSCA inventory.
3528,Not on the TSCA inventory.
3529,Not on the TSCA inventory.
3530,Not on the TSCA inventory.
3531,Not on the TSCA inventory.
3537,Not on the TSCA inventory.
3538,Not on the TSCA inventory.
3540,Not on the TSCA inventory.
3543,Not on the TSCA inventory.
3544,Not on the TSCA inventory.
3553,1 mol/L.
3561,Purity greater than 75% cyclopentane: 98+% cyclopentane and saturated C5 hydrocarbons.
3565,Refrigeration required. NOT on the TSCA Inventory.
3569,"Specially dried methyl alcohol for use with KF Reagents 1600, 1601 and 1620. For general purpose. Not for aldehydes and ketones.  SKU 50362 is a GFS Express item with guaranteed same or next day shipping or the freight is free."
3571,0.0833 mol/L.
3572,0.01 mol/L.
3575,"Some solids may be present, which will redissolve upon heating to 40 C in a water bath."
3578,0.1 mol/L.
3595,Mixture of sodium bisulfite and sodium metabisulfite
3611,Typically <5 micron.
3613,CUPROUS IODIDE.
3621,Desiccant.
3628,Silver (I) oxide.
3629,"Predominantly silver (II) oxide, contains silver(I) oxide."
3633,-325 mesh. 
3649,Average particle size about 1 micron.
3663,crystals.
3718,Approximates trihydrate formulation; ca. 14% water. Reduced-moisture salt to promote synthetic organic reactions.
3720,t-Butyl chloride.
3721,Not on the TSCA inventory.
3722,Approximates dihydrate formulation; ca. 10% water. Reduced-moisture salt to promote synthetic organic reactions.
3726,Not on the TSCA inventory. For R&D use only.
3740,Approximates trihydrate formulation at the time of packaging; ca 14% water. Packaged in ampules. Reduced-moisture salt for catalyst applications.
3747,Made from potassium chloride.
3749,Typical particle size about 1.4 microns.
3750,BHT Preservative.
3752,Suitable for protein denaturization.
3753,Refrigerate to maximize shelf life.
3762,Refrigerate to maximize shelf life.
3766,Refrigerate to maximize shelf life.
3778,"Suitable for pesticide analysis, gas chromatography, liquid chromatography and ultraviolet spectrophotometry."
3790,Retest concentration regularly.
3793,Approximates dihydrate formulation; ca 20% H2O. Reduced-moisture salt to promote synthetic organic reactions.
3794,Approximates tetrahydrate formulation; ca 20% H2O. Reduced-moisture salt to promote synthetic organic reactions.
3797,Stabilized with copper.
3799,Stabilized with copper.
3805,Stored over copper.
3812,Not on the TSCA inventory. For R&D use only.
3830,Not on the TSCA inventory. Approximates octahydrate formulation at the time of packaging; ca 24% water. Packaged in vials under nitrogen. Reduced-moisture salt for catalyst applications.
3833,Trimethylene dichloride.
3836,Trimethylene dichloride.
3841,Not on the TSCA inventory.
3850,Not on the TSCA inventory. For R&D use only.
3854,Not on the TSCA inventory.
3880,Not on the TSCA inventory.
3889,"Mixed isomers, typically >85% trans."
3891,Not on the TSCA inventory. For R&D use only.
3897,Not on the TSCA inventory.
3907,Not on the TSCA inventory.
3922,Not on the TSCA inventory.
3925,Not on the TSCA inventory.
3926,Not on the TSCA inventory.
3927,Not on the TSCA inventory.
3928,Not on the TSCA inventory.
3932,Not on the TSCA inventory.
3933,Not on the TSCA inventory.
3955,Not on the TSCA inventory.
3966,Not on the TSCA inventory.
3967,Requires refrigeration. Not on the TSCA inventory.
3969,Requires refrigeration. Not on the TSCA inventory.
3974,Not on the TSCA inventory. For R&D use only.
3980,Not on the TSCA inventory. For R&D use only.
3984,Trace metal grade assayed to PPB levels.  SKU 11782 is a GFS Express item with guaranteed same or next day shipping or the freight is free.
4080,o-Nitrophenol.
4477,p-Dibromobenzene.
4524,Federal Excise Tax of $26.68 /gal is included in the sales price.
4547,Isopropyl bromide.
4737,"Certified 97% assay - complete certified analysis and detailed specifications.
 
      <li>
        Rigorous purification process eliminates impurities that interfere with sensitive reactions.
      </li>"
4772,Butyldiglycol.
4809,n-Heptyl alcohol.
4847,Propylenediamine.
5000,0.005 mol/L.
5005,Approximately 1.0 M solution in 2-ethoxyethyl ether. Limited shelf life. Brochure available.
5016,Approx. 5-6 moles water.
5026,Copper (I) Bromide.
5027,Copper (I) Chloride.
5033,Di-iodine pentoxide.
5043,Mercury II Chloride.
5045,Mercury II Nitrate.
5046,Mercury II Oxide.
5049,Diammonium Molybdate.
5050,Molybdic anhydride.
5056,Palladium II Oxide.
5062,cis-Platin.
5063,Typically 40% Pt.
5066,Not on the TSCA inventory.
5090,Packed under argon.
5091,"Cerium (III) Nitrate, Hexahydrate."
5105,Pellets.
5108,x = approx. 6.
5134,Not on the TSCA inventory. For R&D use only.
5139,Approximates trihydrate formulation at the time of packaging; ca 11% water. Packaged in ampules. Reduced-moisture salt for catalyst applications.
5143,Not on the TSCA inventory. For R&D use only.
5147,hydrate is about 2-3.
5150,Not on the TSCA inventory. For R&D use only.
5153,Not on the TSCA inventory. Approximates octahydrate formulation at the time of packaging; ca 24% water. Packaged in vials under nitrogen. Reduced-moisture salt for catalyst applications.
5154,Not on the TSCA inventory. For R&D use only.
5155,Approximates trihydrate formulation; ca 19% H2O. Reduced-moisture salt to promote synthetic organic reactions.
5159,Not on the TSCA inventory. For R&D use only.
5162,Not on the TSCA inventory. For R&D use only.
5168,Reduced-moisture salt to promote synthetic organic reactions.
5170,Not on the TSCA inventory. For R&D use only.
5175,Not on the TSCA inventory. For R&D use only.
5177,Not on the TSCA inventory. For R&D use only.
5179,Not on the TSCA inventory. For R&D use only. Degree of hydration approximately 2-3.
5183,Not on the TSCA inventory. Approximates octahydrate formulation at the time of packaging; ca 30% water. Packaged in vials under nitrogen. Reduced-moisture salt for catalyst applications.
5184,Approximates tetrahydrate formulation; ca. 24% water. Reduced-moisture salt to promote synthetic organic reactions.
5188,sec-Butyl iodide. Stored over copper.
5193,Typically 14-18 hydrate.
5194,Not on the TSCA inventory.
5202,For coulometric analysis of oils and petroleum products. Anolyte for coulometric titrators.  SKU 12165 is a GFS Express item with guaranteed same or next day shipping or the freight is free.
5203,Not on the TSCA inventory.
5204,Not on the TSCA inventory
5231,KHP in dilute phosphoric acid
5238,Matrix modifier for graphite furnace AA. Nominally 1% Pd solution in about 5% nitric acid.
5248,Not on the TSCA inventory.
5252,Not on the TSCA inventory.
5261,Not on the TSCA inventory.
5268,Granular.
5269,Powder.
5271,Powder.
5274,Granular. Degree of hydration 1-3.
5275,Crystals.
5277,Granular.
5278,Powder.
5279,Typically -200 mesh.
5281,Granular.
5284,Malonic acid diethyl ester.
5291,Not on the TSCA inventory.
5300,Not on the TSCA inventory.
5302,"Catalyst for Kjeldahl Nitrogen Test (Standard Methods), replacement for Mercury Sulfate digest solution."
5303,Not on the TSCA inventory.
5310,Stored over copper.
5312,"1,2-Epoxypropane."
5318,1-Bromo-3-butyne. Not on the TSCA inventory.
5322,For use with all Watermark titrants except 1616. Suitable for Aldehydes and Ketones. Especially suitable for higher MW products and mixtures containing non-polar constituents.
5328,"Meets specifications for EPA method 1664, Revision A, n-Hexane Extractable Material by Extraction and Gravimetry. SKU 15224 is a GFS Express item with guaranteed same or next day shipping or the freight is free."
5343,Not on the TSCA inventory.
5369,"ASTM 2193-97. Ceric Acid Sulfate, Standard Solution (0.002 N)."
5378,Not on the TSCA inventory.
5382,TPT. An essentially planar ligand that enables the construct of unusual and highly symmetrical polynuclear complexes and metal-organic frameworks. Not on the TSCA inventory.
5405,Ethyldiglycol.
5407,Methyldiglycol.
5412,A mixture of tautomers.
5429,"1,3,5-Trimethylbenzene."
5430,Propyleneglycol methyl ether.
5440,3-(N-Morpholino)propanesulfonic acid sodium salt.
5457,For ion pair chromatography.
5463,Hydrous magnesium silicate.
5481,Not on the TSCA inventory.
5501,2 molar in tetrahydrofuran.
5502,Methallyl Bromide. Not on the TSCA inventory.
5508,Material is TSCA listed.
5522,Not on the TSCA inventory.
5524,1 mg/L dissolved oxygen.
5526,Contains potassium hydrogen phthalate and potassium chloride and has a pH near 4.
5528,Not on the TSCA inventory.
5529,5-Hexenylamine.  Not on the TSCA inventory.
5534,Contains stabilizer.
5535,Not on the TSCA inventory.
5538,Not on the TSCA inventory.
5542,19:1 cis/trans ratio.
5551,Not on the TSCA inventory.
5553,pH electrode storage solution. Contains potassium chloride and has a pH near 7.
5560,Not on the TSCA inventory.
5561,"ISOPROPENYLMAGNESIUM BROMIDE, 1.5 M, in METHYL TETRAHYDROFURAN."
5563,Suitable for LC-MS.  SKU 17892 is a GFS Express item with guaranteed same or next day shipping or the freight is free.
5565,Methylene chloride.  Alkene stabilized.  SKU 18032 is a GFS Express item with guaranteed same or next day shipping or the freight is free.
5568,"Suitable for GC, UV, LC-MS and pesticide residue analysis.  SKU 18062 is a GFS Express item with guaranteed same or next day shipping or the freight is free."
5569,2-Propanol.
5570,Suitable for LC-MS.
5576,No stabilizer.  SKU 18152 is a GFS Express item with guaranteed same or next day shipping or the freight is free.
5578,ISOOCTANE.
5584,0.02 mol/L.
5586,"Ethereal HCl. HCl in 1,4-dioxane."
5589,Not on the TSCA inventory.
5605,Kit contains 8 x 100 mL Coulometric Vessel Solution for Oils (GFS # 5202) and 8 x 5 mL Universal Generator Solution (GFS # 2321) in standard ampules.
5613,Applicable for use in LC/UV gradient and microelectronics. Ultra-low trace organics and metals.
5614,High purity solution for use in liquid chromatography applications.
5615,High purity solution for use in liquid chromatography applications.
5617,SKU 20351 is a GFS Express item with guaranteed same or next day shipping or the freight is free.
5634,High purity solution for use in liquid chromatography applications.
5635,High purity solution for use in liquid chromatography applications.
5643,0.1 mol/L. Standard solution for cerate oxidimetry.
5644,0.2 mol/L. Standard solution for cerate oxidimetry.
